Episode,Cross-Entropy Method,Cross-Entropy Method_ErrorBar
11856,1678.78,39.0517
11857,1596.09,52.8324
11858,1640.21,125.255
11859,1636.4,51.1899
11860,1497.37,164.883
11861,1661.86,49.4137
11862,1693.63,44.5037
11863,1667.55,31.6017
11864,1757.4,28.5375
11865,1763.39,30.6152
11866,1781.33,33.7972
11867,1758.91,39.7622
11868,1695.79,32.7176
11869,1727.76,29.2793
11870,1630.73,102.188
11871,1627.89,109.962
11872,1633,101.859
11873,1718.14,28.1722
11874,1747.75,34.7921
11875,1623.41,120.384
11876,1635.92,119.247
11877,1755.94,36.9706
11878,1556.33,124.059
11879,1712.43,31.2238
11880,1733.77,24.4619
11881,1698.27,33.5762
11882,1625.25,64.5349
11883,1629.92,82.3603
11884,1729.25,32.9385
11885,1541.56,128.955
11886,1627.54,53.6946
11887,1672.11,36.2512
11888,1690.07,77.7676
11889,1707.61,44.4115
11890,1682.18,51.6062
11891,1739.57,30.666
11892,1733.8,29.8152
11893,1730.33,29.2462
11894,1513.53,128.778
11895,1691.01,64.4514
11896,1615.7,127.221
11897,1785.54,24.0575
11898,1609.25,126.856
11899,1689.45,58.4217
11900,1598.42,96.3715
11901,1559.61,132.524
11902,1453.08,165.193
11903,1576.81,127.052
11904,1523.15,157.096
11905,1693.82,38.8106
11906,1591.79,102.082
11907,1484.2,164.999
11908,1607.7,103.744
11909,1652.49,104.895
11910,1669.92,48.5015
11911,1662.08,51.9946
11912,1412.33,167.403
11913,1754.41,49.2999
11914,1600.79,128.249
11915,1595.17,106.477
11916,1685.39,59.4724
11917,1639.58,59.9037
11918,1477.08,132.695
11919,1680.84,53.5248
11920,1691.46,60.4621
11921,1560.28,125.069
11922,1543.53,126.377
11923,1745.26,36.3867
11924,1666.45,76.6607
11925,1718.04,32.166
11926,1695.73,47.3112
11927,1628.97,119.243
11928,1731.4,32.5768
11929,1522.23,122.125
11930,1765.33,28.646
11931,1709.17,35.2463
11932,1727.56,28.9442
11933,1721.77,36.9825
11934,1693.63,37.5582
11935,1560.47,118.585
11936,1619.39,65.0326
11937,1582.21,120.814
11938,1568.15,121.498
11939,1594.3,122.491
11940,1415.7,169.311
11941,1625.8,116.944
11942,1702.14,30.9323
11943,1704.26,33.052
11944,1775.65,29.6286
11945,1717.9,57.1435
11946,1676.47,30.2556
11947,1660.23,38.4187
11948,1590.77,69.6292
11949,1648.04,61.0688
11950,1438.89,163.19
11951,1795.59,37.4526
11952,1650.77,60.1624
11953,1736.66,54.1947
11954,1709.36,40.6962
11955,1651.91,40.4668
11956,1709.48,36.024
11957,1732.31,24.3844
11958,1712.72,29.7682
11959,1707.78,50.9494
11960,1564.35,123.913
11961,1565.62,123.177
11962,1727.89,47.3448
11963,1588.04,112.221
11964,1504.56,125.851
11965,1716.32,51.8385
11966,1698.7,58.944
11967,1705.28,52.1623
11968,1700.02,52.2456
11969,1480.35,167.777
11970,1672.15,57.5385
11971,1619.49,59.6905
11972,1557.88,70.0856
11973,1590.04,74.0226
11974,1653.55,67.0872
11975,1594.94,65.0626
11976,1643.92,63.4006
11977,1555.53,118.154
11978,1666.24,51.7844
11979,1711.61,29.7253
11980,1598.37,116.249
11981,1712.67,37.3114
11982,1773.13,30.5566
11983,1615.28,120.139
11984,1573.91,120.182
11985,1456.19,162.966
11986,1664.08,36.4154
11987,1730.2,40.5857
11988,1678.1,54.5492
11989,1762.07,25.9007
11990,1766.08,30.9602
11991,1747.56,27.7949
11992,1669.31,38.6382
11993,1699.8,39.7698
11994,1712.56,28.5819
11995,1701.26,36.742
11996,1666.72,28.6415
11997,1707.23,31.3362
11998,1729.39,33.1445
11999,1722.75,41.1223
12000,1716.78,35.0915
12001,1589.6,117.926
12002,1673.2,119.352
12003,1716.14,34.9135
12004,1636.17,119.622
12005,1554.79,117.792
12006,1710.01,31.7151
12007,1626.51,46.4729
12008,1732.51,48.4936
12009,1519.63,126.656
12010,1628.67,42.5213
12011,1654.77,53.8567
12012,1652.33,57.2012
12013,1642.51,119.915
12014,1704.93,29.6158
12015,1720.2,36.2871
12016,1727.14,34.7034
12017,1493.86,163.414
12018,1766.69,27.8636
12019,1692.57,69.7458
12020,1564.88,129.83
12021,1635.49,63.9133
12022,1701.73,32.2913
12023,1644.73,118.52
12024,1716.68,44.5716
12025,1705.71,38.2773
12026,1725.89,45.7998
12027,1582.12,121.142
12028,1740.58,43.7578
12029,1631.58,58.6089
12030,1716.52,38.7048
12031,1716.44,40.1759
12032,1683.34,121.069
12033,1751.06,44.777
12034,1627.02,86.3645
12035,1669.78,61.9376
12036,1720.52,45.7464
12037,1693.33,45.0981
12038,1631.08,43.6485
12039,1710.4,40.7151
12040,1550.29,120.458
12041,1697.55,45.626
12042,1627.44,84.6356
12043,1610.24,69.3037
12044,1718.19,52.5531
12045,1698.98,50.6765
12046,1589.66,119.412
12047,1727.47,27.4408
12048,1707.03,40.3502
12049,1648.74,54.1113
12050,1730.01,52.4211
12051,1724.52,56.332
12052,1644.43,61.1229
12053,1564.08,125.6
12054,1394.16,200.405
12055,1699.18,49.1488
12056,1681.77,48.1299
12057,1685.76,49.8955
12058,1709.5,46.5873
12059,1627.64,53.7801
12060,1695.53,52.09
12061,1694.57,48.6184
12062,1767.14,46.894
12063,1588.18,126.953
12064,1521.76,121.625
12065,1683.45,50.9838
12066,1689.06,52.5782
12067,1721.46,29.2513
12068,1675.62,120.398
12069,1631.14,73.0432
12070,1673.88,34.4735
12071,1698.11,33.0466
12072,1693.43,66.2102
12073,1682.72,67.0894
12074,1701.98,40.2855
12075,1511.61,130.803
12076,1314.27,184.133
12077,1553.16,126.33
12078,1726.2,46.6825
12079,1746.02,31.2738
12080,1566.58,118.942
12081,1731.49,33.5391
12082,1616.37,121.184
12083,1655.75,39.1776
12084,1704.94,27.8987
12085,1773.17,28.2427
12086,1738.95,39.5844
12087,1750.85,32.4726
12088,1729.71,44.6779
12089,1572.02,117.002
12090,1732.37,40.9452
12091,1724.44,32.3046
12092,1702.83,43.1189
12093,1720.67,44.5771
12094,1638.84,120.375
12095,1700.93,38.7534
12096,1743.54,33.8161
12097,1696.07,52.8562
12098,1625.39,119.037
12099,1691.4,54.4477
12100,1584.32,122.248
12101,1664.13,45.5086
12102,1562.04,119.825
12103,1772.57,25.7373
12104,1691.78,30.567
12105,1729.25,37.0896
12106,1703.58,34.2826
12107,1726.39,29.2099
12108,1726.37,25.3522
12109,1702.12,26.2946
12110,1689.4,31.6123
12111,1612.5,120.798
12112,1714.04,39.5701
12113,1579.93,117.978
12114,1624.53,117.839
12115,1676.36,42.4203
12116,1581.08,123.005
12117,1666.69,49.5583
12118,1587.79,121.722
12119,1582.81,120.61
12120,1625.52,120.578
12121,1723.13,43.1003
12122,1708.56,46.2725
12123,1695.57,44.6827
12124,1688.89,68.2139
12125,1655.34,61.9965
12126,1513.09,133.094
12127,1682.21,51.6815
12128,1667.97,53.7956
12129,1651.72,57.2958
12130,1663.96,48.5712
12131,1716.96,52.0677
12132,1704.9,51.1936
12133,1699.88,39.9055
12134,1652.15,32.9278
12135,1667.73,40.5074
12136,1745.85,37.3917
12137,1710.67,28.9685
12138,1629.73,121.579
12139,1648.81,52.7096
12140,1687.2,41.3482
12141,1711.27,39.7314
12142,1626.1,59.5667
12143,1686.82,49.3555
12144,1757.42,39.1231
12145,1705.92,53.5706
12146,1693.01,58.4186
12147,1697.04,48.9397
12148,1591.39,65.5854
12149,1699.59,59.3743
12150,1664.77,58.8688
12151,1573.28,116.798
12152,1706.65,34.3619
12153,1612.57,119.368
12154,1595.38,120.927
12155,1646.48,118.437
12156,1530.63,163.564
12157,1680.77,46.2424
12158,1591.82,119.577
12159,1753.08,28.0956
12160,1551.24,125.274
12161,1723.72,31.5879
12162,1702.69,33.5617
12163,1706.4,43.8121
12164,1730.5,38.4979
12165,1722.71,32.0564
12166,1687.47,27.953
12167,1717,46.5065
12168,1620.86,119.162
12169,1682.1,78.2021
12170,1689.38,39.493
12171,1719.65,29.4823
12172,1749.23,28.2461
12173,1718.86,37.1467
12174,1693.26,25.7157
12175,1608.17,54.1018
12176,1669.92,58.0144
12177,1689.93,49.1186
12178,1655,45.493
12179,1668.58,55.0976
12180,1678.51,51.9688
12181,1743.24,42.2718
12182,1417.26,164.456
12183,1591.8,131.924
12184,1663.2,49.3759
12185,1665.79,46.4896
12186,1749.8,50.5145
12187,1662.94,66.2131
12188,1594.02,124.094
12189,1720.83,48.027
12190,1672.36,60.9383
12191,1683.5,61.8897
12192,1704.39,55.5949
12193,1695.27,28.9913
12194,1686.18,38.0924
12195,1749.25,26.0177
12196,1544.62,118.211
12197,1733.67,35.0168
12198,1723.06,31.866
12199,1513.07,132.415
12200,1643.6,70.5657
12201,1529.85,132.133
12202,1458.65,128.949
12203,1683.42,71.9047
12204,1610.35,67.9284
12205,1689.94,60.6987
12206,1566.22,73.2097
12207,1670.13,55.1886
12208,1698.16,63.0251
12209,1559.8,127.132
12210,1676.95,59.963
12211,1643.86,56.7453
12212,1701.74,56.0326
12213,1685.98,45.6711
12214,1680.6,48.3104
12215,1687.27,52.0134
12216,1613.59,124.414
12217,1652.33,71.6231
12218,1498.25,130.129
12219,1595.6,69.9923
12220,1710.89,66.722
12221,1565.58,68.6455
12222,1640.79,73.9509
12223,1701.61,29.5367
12224,1659.05,46.1196
12225,1731.96,41.034
12226,1495.77,99.7705
12227,1594.45,75.8061
12228,1692.79,43.8245
12229,1680.61,35.1063
12230,1500.48,131.013
12231,1663.6,66.646
12232,1516.9,140.143
12233,1617.31,122.502
12234,1634.37,67.0547
12235,1603.95,86.7754
12236,1650.26,67.4268
12237,1667.87,76.887
12238,1552.85,70.1863
12239,1624.79,73.1968
12240,1607.95,73.0496
12241,1596.08,64.9791
12242,1668.1,51.1112
12243,1681.63,73.7092
12244,1712.75,46.0629
12245,1690.23,35.3757
12246,1581.54,123.012
12247,1730.82,33.1564
12248,1701.03,31.761
12249,1738.5,37.9017
12250,1670.94,35.787
12251,1676.73,62.3198
12252,1610.64,118.287
12253,1706.82,23.1375
12254,1718.7,38.4353
12255,1738.52,51.0911
12256,1726.38,27.7996
12257,1725.23,37.7424
12258,1638.56,119.527
12259,1712.71,29.0164
12260,1693.84,32.9196
12261,1653.28,39.1607
12262,1698.46,24.6692
12263,1564.15,116.846
12264,1699.29,29.7989
12265,1701.73,48.9177
12266,1735.46,46.8708
12267,1651.18,57.8163
12268,1679.81,46.6165
12269,1705.9,49.6473
12270,1692.39,55.164
12271,1508.21,131.644
12272,1718.18,53.9847
12273,1735.9,29.5098
12274,1743.88,27.2003
12275,1742.28,37.6042
12276,1777.55,30.4324
12277,1737.3,47.9582
12278,1461.44,145.848
12279,1597.86,126.437
12280,1727.03,48.4497
12281,1666.5,52.724
12282,1670.61,54.2292
12283,1694.81,31.597
12284,1614.39,50.872
12285,1625.52,92.1647
12286,1727.29,39.6589
12287,1711.03,35.2528
12288,1674.94,44.3678
12289,1622.88,67.4013
12290,1605.67,124.005
12291,1695.79,44.934
12292,1733.72,51.1172
12293,1447.47,163.197
12294,1607.25,126.272
12295,1673.51,38.9729
12296,1656.33,56.5885
12297,1731.65,46.3665
12298,1681.47,42.7838
12299,1605.47,54.5908
12300,1713.94,47.5805
12301,1661.1,43.7805
12302,1756.76,37.9333
12303,1554.55,126.793
12304,1580.02,120.347
12305,1714.85,45.8469
12306,1676.03,44.3915
12307,1505.82,89.1709
12308,1564.57,101.511
12309,1603.11,83.6886
12310,1610.27,93.7536
12311,1582.91,82.8246
12312,1578.68,79.4713
12313,1744.03,32.0253
12314,1594.73,119.82
12315,1757.05,31.845
12316,1733.77,39.5711
12317,1711.8,33.9234
12318,1749.79,37.7905
12319,1734.98,35.9163
12320,1611.73,120.285
12321,1713.04,32.5395
12322,1810.1,26.9402
12323,1827.06,24.7541
12324,1612.21,121.005
12325,1714.02,37.0849
12326,1640.16,40.9665
12327,1770.64,32.8081
12328,1612.4,117.738
12329,1714.38,37.1336
12330,1636.49,35.9527
12331,1673.79,57.5801
12332,1660.78,59.314
12333,1659.43,61.8284
12334,1716.07,58.0727
12335,1663.37,68.7729
12336,1679.77,60.7448
12337,1757.72,32.9817
12338,1732.07,30.9911
12339,1534.73,115.278
12340,1753.01,29.5935
12341,1750.34,41.5824
12342,1759.71,25.6564
12343,1751.29,38.6103
12344,1703.95,119.548
12345,1741.43,27.7765
12346,1623.97,119.307
12347,1741.99,37.7222
12348,1696.9,34.9832
12349,1595.53,118.412
12350,1697.35,26.2889
12351,1719.72,25.6079
12352,1739.46,25.5525
12353,1738.39,22.4938
12354,1796.79,28.9661
12355,1623.91,59.1742
12356,1670.63,44.3425
12357,1632.79,59.1606
12358,1690.91,42.1631
12359,1544.53,126.597
12360,1695.39,48.4152
12361,1570.99,124.43
12362,1746.05,56.2859
12363,1673.45,58.5552
12364,1685.41,49.87
12365,1658.33,50.8058
12366,1703.2,43.8658
12367,1728.78,36.8729
12368,1702.76,39.201
12369,1683.07,34.3136
12370,1718,37.0652
12371,1723.78,33.3942
12372,1600.87,118.101
12373,1724.13,33.337
12374,1613.52,119.573
12375,1744.83,41.7243
12376,1719.39,29.6305
12377,1662.06,33.8843
12378,1731.22,40.0854
12379,1703.56,48.8559
12380,1699.62,43.07
12381,1652.47,58.9845
12382,1719.86,55.997
12383,1679.9,51.1694
12384,1624.88,60.426
12385,1686.62,42.543
12386,1713.77,41.0155
12387,1691.77,43.2324
12388,1588.99,120.681
12389,1664.64,47.5278
12390,1671.72,50.2864
12391,1707.82,25.989
12392,1749.3,26.0533
12393,1743.31,35.4013
12394,1714.99,33.3737
12395,1731.16,27.2729
12396,1763.46,28.9884
12397,1738.04,49.1007
12398,1623.09,50.354
12399,1676.71,54.2606
12400,1682.13,53.0604
12401,1699.6,54.8478
12402,1744.49,49.2979
12403,1686.34,49.1813
12404,1562.37,126.766
12405,1724.62,48.4523
12406,1666.47,47.6819
12407,1649.76,43.3893
12408,1554.96,121.142
12409,1510.54,120.627
12410,1739.72,46.9791
12411,1624.41,66.6886
12412,1655.38,46.9793
12413,1615.92,121.989
12414,1733.65,45.1388
12415,1711.59,40.49
12416,1783.38,25.1834
12417,1776.79,28.7663
12418,1709.74,34.2625
12419,1482.05,160.657
12420,1717.65,33.2803
12421,1689.96,24.9258
12422,1693.47,39.0237
12423,1651.58,46.104
12424,1760.72,31.5084
12425,1758.31,29.6665
12426,1725.99,41.2068
12427,1620.87,119.108
12428,1747.94,25.9951
12429,1439.05,166.176
12430,1727.54,34.9876
12431,1772.93,20.8516
12432,1746.9,35.0583
12433,1646.49,119.405
12434,1704.31,36.4117
12435,1746.28,29.132
12436,1757,37.5328
12437,1717.9,27.7136
12438,1729.45,39.9119
12439,1517.3,130.023
12440,1658.11,68.637
12441,1645.88,62.5026
12442,1663.07,48.3539
12443,1629.99,63.5726
12444,1510.03,130.556
12445,1456.92,162.392
12446,1763.83,25.2768
12447,1783.11,32.8139
12448,1729.02,30.4268
12449,1748.41,26.5934
12450,1711.57,28.6445
12451,1694.53,58.5972
12452,1541.67,127.638
12453,1578.92,124.761
12454,1707.09,60.5777
12455,1510.99,123.111
12456,1722.24,48.8861
12457,1625.54,123.079
12458,1696.69,35.8578
12459,1675.13,120.12
12460,1671.89,34.0195
12461,1744.63,25.9652
12462,1719.81,30.3834
12463,1667.78,29.5991
12464,1748.78,33.123
12465,1705.11,33.0754
12466,1709.99,22.3884
12467,1719.84,37.3145
12468,1710.54,33.9227
12469,1714.52,71.3199
12470,1613.96,66.4298
12471,1528.77,131.458
12472,1536.54,129.907
12473,1703.3,62.6777
12474,1532.24,136.75
12475,1681.46,54.3954
12476,1720.41,34.0996
12477,1727.06,28.0103
12478,1687.78,31.4005
12479,1731.26,30.4967
12480,1754.56,30.6071
12481,1685.48,64.8922
12482,1738.94,56.1372
12483,1668.49,62.0328
12484,1700.49,59.4465
12485,1622.13,62.405
12486,1593.07,60.1925
12487,1604.22,124.583
12488,1596.17,125.242
12489,1724.13,44.6285
12490,1697.28,46.9451
12491,1659.65,45.8584
12492,1613.86,123.098
12493,1516.9,125.789
12494,1695.99,63.3458
12495,1657.78,58.9283
12496,1634.3,56.401
12497,1495.95,129.189
12498,1688.62,56.7145
12499,1646.21,60.6906
12500,1555.2,128.084
12501,1521.73,128.431
12502,1654.52,58.6806
12503,1524.42,126.727
12504,1667.91,60.2979
12505,1642.71,120.295
12506,1695.81,30.8972
12507,1751.14,32.6213
12508,1528.06,159.096
12509,1761.75,34.8706
12510,1743.79,40.8516
12511,1537.9,123.412
12512,1595.69,124.385
12513,1615.52,52.6177
12514,1543.83,121.803
12515,1547.47,129.629
12516,1721.17,52.4034
12517,1563.03,74.4244
12518,1674.21,68.2879
12519,1697.7,57.087
12520,1646,78.9819
12521,1522.56,129.476
12522,1507.14,130.083
12523,1540.37,124.951
12524,1690.64,54.4325
12525,1688.04,51.3409
12526,1686.75,57.3789
12527,1719.41,49.608
12528,1647.09,49.0984
12529,1663.21,60.509
12530,1635.46,55.2509
12531,1685.88,58.2386
12532,1661.4,56.1721
12533,1663.16,56.1801
12534,1738.2,62.2519
12535,1770.2,32.9731
12536,1623.3,120.381
12537,1677.2,39.4003
12538,1730.66,27.0646
12539,1715.73,42.2303
12540,1637.84,119.766
12541,1688.8,52.4502
12542,1617.25,66.0869
12543,1674.27,60.0962
12544,1678.71,47.0893
12545,1701.62,54.6381
12546,1581.2,127.356
12547,1738.91,58.7659
12548,1651.04,59.4957
12549,1718.37,61.5951
12550,1712.15,59.0549
12551,1676.09,62.2072
12552,1538.9,132.026
12553,1663.24,80.3352
12554,1764.27,23.556
12555,1653.49,78.2392
12556,1652.33,87.9276
12557,1613.03,79.3148
12558,1604.5,80.0293
12559,1722.74,43.446
12560,1596.15,122.919
12561,1589.81,120.972
12562,1705.68,49.8032
12563,1736.21,49.7535
12564,1561.92,122.577
12565,1493.9,136.86
12566,1741.24,27.9567
12567,1722.46,25.979
12568,1636.23,119.269
12569,1766.81,27.3814
12570,1698.07,50.3488
12571,1628.3,58.1394
12572,1697.1,56.6983
12573,1553.85,126.126
12574,1577.62,130.72
12575,1719.57,56.4708
12576,1687.97,50.9427
12577,1606.58,73.9786
12578,1585.83,67.3863
12579,1616.11,73.1416
12580,1631.7,78.7739
12581,1596.11,70.4146
12582,1637.67,64.1022
12583,1720.91,35.223
12584,1595.69,116.796
12585,1755.6,28.7443
12586,1750.23,28.9191
12587,1634.97,119.022
12588,1673.7,33.2147
12589,1763.39,33.9389
12590,1677.24,62.4659
12591,1705.09,64.126
12592,1633.73,55.3761
12593,1713.91,64.4803
12594,1644.23,57.83
12595,1534.04,122.56
12596,1734.32,45.4705
12597,1567.67,123.262
12598,1692.54,49.1482
12599,1655.15,62.0022
12600,1584.85,121.999
12601,1711.33,36.4717
12602,1608.65,123.179
12603,1744.83,34.7031
12604,1736.55,35.675
12605,1603.51,99.9404
12606,1660.61,26.3671
12607,1597.31,117.979
12608,1730.72,35.671
12609,1689.56,47.7374
12610,1785.26,27.0944
12611,1766.04,28.2907
12612,1741.66,33.8547
12613,1665.86,55.7383
12614,1694.11,40.0128
12615,1733.09,32.4096
12616,1704.58,31.4996
12617,1672.13,28.7216
12618,1735.34,32.4401
12619,1748.97,35.3576
12620,1672.51,39.2102
12621,1596.21,124.17
12622,1758.8,25.2828
12623,1705.82,29.2571
12624,1725.48,30.0851
12625,1689.14,59.7094
12626,1563.78,166.396
12627,1742.93,31.6999
12628,1705.18,24.3889
12629,1735.44,31.5127
12630,1495.47,162.572
12631,1687.89,56.8662
12632,1603.61,122.156
12633,1739.81,34.7552
12634,1713.65,27.3311
12635,1754.29,30.0439
12636,1683.9,34.5038
12637,1628,119.838
12638,1608.19,118.763
12639,1713.29,32.2816
12640,1727.32,28.9022
12641,1735.93,31.1589
12642,1746.72,38.3664
12643,1791.95,29.2793
12644,1778.91,28.9573
12645,1642.24,84.1584
12646,1693.58,26.1326
12647,1669.2,52.2715
12648,1701.07,49.8788
12649,1581.67,96.4801
12650,1743.15,55.3398
12651,1713.64,50.0224
12652,1686.61,54.2285
12653,1731.68,42.7192
12654,1657.73,52.3286
12655,1703.42,34.2528
12656,1651.09,120.305
12657,1657.47,121.164
12658,1755.67,26.4307
12659,1635.31,120.007
12660,1644.82,118.423
12661,1604.18,84.6286
12662,1607.63,72.215
12663,1557.98,93.7182
12664,1563.8,86.2827
12665,1561.25,81.0412
12666,1635.92,78.8037
12667,1734.02,35.8515
12668,1690.19,48.4359
12669,1764.76,30.9153
12670,1711.75,35.3314
12671,1625.33,122.155
12672,1687.41,43.9795
12673,1462.92,138.12
12674,1604.07,96.6028
12675,1532.79,121.242
12676,1605.79,97.8369
12677,1557.18,92.1487
12678,1562.91,127.006
12679,1745.88,40.221
12680,1732.05,32.0581
12681,1661.34,43.9532
12682,1748.16,33.5978
12683,1791.77,28.3219
12684,1749.29,35.1652
12685,1723.37,43.95
12686,1667.62,46.8153
12687,1698.96,40.0928
12688,1747.71,43.8464
12689,1645.89,122.407
12690,1573.56,122.118
12691,1743.94,48.9112
12692,1664.29,51.2156
12693,1673.51,53.3855
12694,1655.4,41.4124
12695,1645.89,55.3557
12696,1687.99,38.3
12697,1694.11,51.5428
12698,1644.52,52.7485
12699,1675.06,51.9323
12700,1762.87,53.8322
12701,1638.45,52.8008
12702,1691.43,44.801
12703,1719.14,39.4048
12704,1729.78,57.5065
12705,1793.28,28.8708
12706,1675.69,55.4958
12707,1642.71,59.9946
12708,1730.8,39.7653
12709,1661.21,51.5265
12710,1557.36,123.054
12711,1642.63,50.9228
12712,1711.47,53.7935
12713,1670.41,53.8716
12714,1671.59,63.7009
12715,1530.64,163.323
12716,1545.36,165.485
12717,1569.88,119.065
12718,1737.43,34.424
12719,1626.44,117.201
12720,1760.45,31.3935
12721,1647.66,58.2767
12722,1619.01,82.1387
12723,1666.24,49.6826
12724,1556.36,92.3965
12725,1573.53,88.5008
12726,1641.37,60.8867
12727,1734.31,39.2913
12728,1493.68,164.298
12729,1613.85,122.061
12730,1682.45,45.6262
12731,1684.88,40.3657
12732,1737.11,43.1796
12733,1711.78,62.5753
12734,1722.36,66.503
12735,1604.31,130.71
12736,1616.43,75.232
12737,1651.49,65.2865
12738,1672.52,66.9254
12739,1709.81,26.9954
12740,1712.4,33.4012
12741,1651.08,121.576
12742,1715.6,44.8123
12743,1689.24,32.0379
12744,1708.33,43.6498
12745,1745.11,39.6281
12746,1710.08,56.7068
12747,1691.63,46.1407
12748,1710.92,42.5051
12749,1582.14,121.178
12750,1746.5,47.1868
12751,1668.4,58.0077
12752,1567.41,125.819
12753,1770.56,31.4845
12754,1682.5,61.4436
12755,1660.69,39.3828
12756,1590.71,122.54
12757,1686.11,41.417
12758,1632.1,120.433
12759,1715.1,39.2306
12760,1767.4,34.0812
12761,1641.23,119.211
12762,1767.55,31.1007
12763,1711.39,28.6749
12764,1591.23,118.01
12765,1567.9,120.787
12766,1509.87,162.409
12767,1609.32,120.527
12768,1684.59,35.0654
12769,1650.54,53.0509
12770,1720.32,49.91
12771,1696.77,46.2089
12772,1643.65,40.2148
12773,1708.05,49.8389
12774,1686.73,50.8633
12775,1694.88,46.9451
12776,1573.11,122.965
12777,1695.75,46.5601
12778,1680.1,51.6601
12779,1725.22,54.7869
12780,1661.09,52.3824
12781,1737.44,41.6947
12782,1720.7,30.0621
12783,1691.97,22.3368
12784,1721.48,34.3085
12785,1710.59,38.5108
12786,1592.25,116.984
12787,1742.26,33.8702
12788,1664.3,51.7722
12789,1551.98,123.917
12790,1677.99,52.1582
12791,1686.77,48.3391
12792,1720.27,51.8705
12793,1693.96,67.5494
12794,1675.72,69.5488
12795,1699.75,67.0253
12796,1548.77,130.661
12797,1718.53,46.6591
12798,1618.81,69.3327
12799,1653.68,62.9453
12800,1619.86,60.7259
12801,1750.3,26.4534
12802,1705.25,66.7208
12803,1674.96,60.7035
12804,1755.19,36.6933
12805,1661.11,70.0125
12806,1652.75,66.4274
12807,1690.75,61.9507
12808,1607.09,71.2223
12809,1533.95,84.3189
12810,1721.17,47.5371
12811,1686.85,62.0592
12812,1651.3,64.3751
12813,1729.36,30.801
12814,1571.79,154.657
12815,1693.65,60.6069
12816,1684.31,121.718
12817,1656.22,59.4821
12818,1646.58,49.8625
12819,1598.67,125.148
12820,1618.15,66.1465
12821,1744.19,49.5465
12822,1621.81,60.2369
12823,1694.66,73.4796
12824,1619.77,66.1843
12825,1658.76,71.5043
12826,1592.02,72.2177
12827,1643.12,74.1609
12828,1650.93,71.2268
12829,1680.65,57.1715
12830,1614.26,81.9336
12831,1602.49,86.1993
12832,1590.29,77.925
12833,1608.7,90.5437
12834,1524.71,128.817
12835,1596.27,129.887
12836,1678.53,63.2749
12837,1640.44,62.7965
12838,1685.86,58.3482
12839,1530.96,127.429
12840,1695.74,56.2782
12841,1686.21,40.3867
12842,1699.11,33.9183
12843,1627.57,104.954
12844,1769.62,33.5658
12845,1605.77,119.407
12846,1698.37,23.5086
12847,1653.77,81.4925
12848,1725.64,31.2168
12849,1667.73,72.7233
12850,1499.85,92.6566
12851,1629.54,117.837
12852,1556.26,134.673
12853,1693.88,33.1398
12854,1625.95,119.415
12855,1702.44,29.7951
12856,1704.2,37.8307
12857,1712.81,30.2637
12858,1743.27,26.577
12859,1676.68,50.5062
12860,1436.54,168.008
12861,1697.27,53.2924
12862,1413.6,167.839
12863,1647.44,57.5153
12864,1574.43,124.964
12865,1671.67,64.8761
12866,1688.2,47.1743
12867,1694.19,61.9953
12868,1689.39,53.9119
12869,1679.98,47.5365
12870,1735.41,51.1519
12871,1671.91,49.519
12872,1612.48,67.2219
12873,1715.99,51.4169
12874,1638.76,64.6633
12875,1690.62,47.992
12876,1642.13,45.9761
12877,1620.84,89.9196
12878,1653.94,83.1707
12879,1636,82.7329
12880,1536.31,131.31
12881,1661.88,65.0255
12882,1574.87,78.2657
12883,1783.52,35.6013
12884,1722.49,40.667
12885,1666.7,60.3645
12886,1552.61,127.111
12887,1724.11,27.8657
12888,1723.65,32.7526
12889,1725.04,33.7923
12890,1744.37,24.7597
12891,1763.7,27.7445
12892,1614.29,119.887
12893,1580.12,118.514
12894,1604.57,119.741
12895,1541.47,132.61
12896,1728.13,36.812
12897,1677.16,69.5473
12898,1566.59,118.044
12899,1748.56,29.4652
12900,1689.77,71.9392
12901,1691.2,58.2177
12902,1678.36,48.5165
12903,1623.79,68.0788
12904,1698.92,49.2458
12905,1549.45,122.375
12906,1512.91,130.979
12907,1691.46,39.4983
12908,1661.35,52.6367
12909,1608.79,80.0448
12910,1650.28,71.2157
12911,1635.95,68.8319
12912,1562.77,78.5688
12913,1709.95,63.5653
12914,1740.38,38.2083
12915,1627.45,59.444
12916,1710.77,45.0519
12917,1723.79,29.6419
12918,1441.14,168.836
12919,1747.3,22.1965
12920,1731.41,52.4207
12921,1717.23,30.433
12922,1657.28,38.7905
12923,1729.19,34.3626
12924,1740.41,30.5286
12925,1650.11,48.7639
12926,1671.92,58.5131
12927,1734.97,53.2439
12928,1602.91,124.824
12929,1715.58,51.3605
12930,1632.54,79.607
12931,1675.46,42.5457
12932,1665.24,55.5127
12933,1723.22,53.193
12934,1713.4,51.6349
12935,1700.48,45.3982
12936,1677.01,49.5302
12937,1785.63,29.7003
12938,1770.65,30.073
12939,1755.53,24.3276
12940,1746.9,32.579
12941,1609.48,125.162
12942,1760.21,34.2218
12943,1618.13,120.272
12944,1722.11,60.0785
12945,1731.87,30.0826
12946,1639.85,121.423
12947,1714.45,32.06
12948,1718.43,30.2159
12949,1553.77,142.819
12950,1614.08,136.776
12951,1568.65,123.402
12952,1736.45,36.9151
12953,1485.59,138.027
12954,1567.41,142.136
12955,1664.62,62.5175
12956,1813.25,37.4268
